,Conf_details,Conf_methods,Loc,Block,Loc_details
0,core/java/com/android/internal/app/ChooserActivity.java,['int com.android.internal.app.ChooserActivity.getMaxRankedTargets()'],1,1,"[(2828, 2828, 1)]"
