,Conf_details,Conf_methods,Loc,Block,Loc_details
39,packages/SystemUI/tests/src/com/android/systemui/statusbar/notification/stack/NotificationStackScrollLayoutTest.java,['void com.android.systemui.statusbar.notification.stack.NotificationStackScrollLayoutTest.setUp()'],3,1,"[(144, 146, 3)]"
40,packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java,[],2,1,"[(170, 171, 2)]"
41,telephony/java/android/telephony/CarrierConfigManager.java,[],2,1,"[(3688, 3689, 2)]"
42,services/core/java/com/android/server/BluetoothManagerService.java,"['void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'boolean com.android.server.BluetoothManagerService.waitForMonitoredOnOff(boolean,boolean)', 'boolean com.android.server.BluetoothManagerService.waitForOnOff(boolean,boolean)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)']",101,9,"[(1799, 1799, 1), (1809, 1819, 11), (1832, 1851, 20), (1990, 1992, 3), (2030, 2031, 2), (1832, 1832, 1), (2181, 2181, 1), (2473, 2533, 61), (1819, 1819, 1)]"
43,packages/SystemUI/src/com/android/keyguard/CarrierTextController.java,[],3,1,"[(78, 80, 3)]"
44,core/java/android/app/ActivityManagerInternal.java,['int android.app.ActivityManagerInternal.startActivityAsUserEmpty(Bundle)'],2,1,"[(349, 350, 2)]"
45,services/core/java/com/android/server/wm/ActivityRecord.java,[],1,1,"[(271, 271, 1)]"
46,services/core/java/com/android/server/locksettings/LockSettingsService.java,"['VerifyCredentialResponse com.android.server.locksettings.LockSettingsService.checkCredential(LockscreenCredential,int,ICheckCredentialProgressCallback)']",9,1,"[(2009, 2017, 9)]"
47,packages/Tethering/src/android/net/ip/IpServer.java,['boolean android.net.ip.IpServer.configureIPv4(boolean)'],2,1,"[(620, 621, 2)]"
48,packages/Tethering/common/TetheringLib/src/android/net/TetheringManager.java,[],0,1,"[(0, 0, 0)]"
49,packages/Tethering/src/com/android/networkstack/tethering/TetheringConfiguration.java,"['void com.android.networkstack.tethering.TetheringConfiguration.<init>(Context,SharedLog,int)']",5,1,"[(129, 133, 5)]"
50,packages/Tethering/src/com/android/networkstack/tethering/Tethering.java,"['void com.android.networkstack.tethering.Tethering.interfaceStatusChanged(String,boolean)']",1,1,"[(500, 500, 1)]"
51,wifi/java/android/net/wifi/WifiEnterpriseConfig.java,[],1,1,"[(97, 97, 1)]"
52,packages/Tethering/src/android/net/ip/IpServer.java,['boolean android.net.ip.IpServer.configureIPv4(boolean)'],2,1,"[(619, 620, 2)]"
53,packages/SystemUI/src/com/android/systemui/qs/QSPanel.java,"['void com.android.systemui.qs.QSPanel.<init>(Context,AttributeSet,DumpManager,BroadcastDispatcher,QSLogger,MediaHost,UiEventLogger)']",11,1,"[(147, 157, 11)]"
54,services/core/java/com/android/server/BluetoothManagerService.java,['void com.android.server.BluetoothManagerService.continueFromBleOnState()'],9,1,"[(994, 1002, 9)]"
55,services/core/java/com/android/server/audio/AudioDeviceBroker.java,['boolean com.android.server.audio.AudioDeviceBroker.isMessageHandledUnderWakelock(int)'],1,1,"[(1188, 1188, 1)]"
56,packages/Tethering/src/android/net/ip/IpServer.java,['boolean android.net.ip.IpServer.configureIPv4(boolean)'],57,2,"[(111, 130, 20), (630, 666, 37)]"
57,packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java,"['void com.android.systemui.statusbar.phone.PhoneStatusBarPolicy.onMediaDataLoaded(String,MediaData)', 'void com.android.systemui.statusbar.phone.PhoneStatusBarPolicy.onMediaDataRemoved(String)', 'void com.android.systemui.statusbar.phone.PhoneStatusBarPolicy.updateMediaIcon()', 'void com.android.systemui.statusbar.phone.PhoneStatusBarPolicy.updateHotspotIcon(int)']",30,1,"[(718, 747, 30)]"
58,services/core/java/com/android/server/am/CachedAppOptimizer.java,['void com.android.server.am.CachedAppOptimizer.<init>(ActivityManagerService)'],11,1,"[(240, 250, 11)]"
59,core/java/android/app/ActivityManagerInternal.java,['int android.app.ActivityManagerInternal.startActivityAsUserEmpty(Bundle)'],2,1,"[(431, 432, 2)]"
60,packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java,['void com.android.systemui.statusbar.phone.PhoneStatusBarPolicy.updateHotspotIcon(int)'],14,1,"[(706, 719, 14)]"
61,services/core/java/com/android/server/audio/AudioService.java,"['void com.android.server.audio.AudioService.adjustStreamVolume(int,int,int,String,String,int)']",11,1,"[(1961, 1971, 11)]"
62,services/core/java/com/android/server/audio/AudioDeviceBroker.java,"['boolean com.android.server.audio.AudioDeviceBroker.setSpeakerphoneOn(boolean,String)']",6,1,"[(223, 228, 6)]"
63,telephony/java/android/telephony/CarrierConfigManager.java,[],7,1,"[(1664, 1670, 7)]"
64,services/core/java/com/android/server/audio/AudioService.java,"['void com.android.server.audio.AudioService.SetModeDeathHandler.binderDied()', 'void com.android.server.audio.AudioService.setSpeakerphoneOn(boolean)']",7,2,"[(3634, 3637, 4), (4018, 4020, 3)]"
65,services/core/java/com/android/server/ConnectivityService.java,"['boolean com.android.server.ConnectivityService.satisfiesMobileNetworkDataCheck(NetworkCapabilities)', 'boolean com.android.server.ConnectivityService.satisfiesMobileMultiNetworkDataCheck(NetworkCapabilities,NetworkCapabilities)', 'void com.android.server.ConnectivityService.handleUpdateActiveDataSubId(int)', 'int com.android.server.ConnectivityService.getIntSpecifier(NetworkSpecifier)', 'boolean com.android.server.ConnectivityService.isMobileNetwork(NetworkAgentInfo)', 'boolean com.android.server.ConnectivityService.isBestMobileMultiNetwork(NetworkAgentInfo,NetworkCapabilities,NetworkAgentInfo,NetworkCapabilities,NetworkCapabilities)', 'void com.android.server.ConnectivityService.handleUpdateTCPBuffersfor5G()']",69,1,"[(8252, 8320, 69)]"
66,services/core/java/com/android/server/audio/BtHelper.java,['void com.android.server.audio.BtHelper.receiveBtEvent(Intent)'],13,2,"[(411, 423, 13), (0, 0, 0)]"
67,telephony/java/android/telephony/TelephonyManager.java,['void android.telephony.TelephonyManager.notifyUserActivity()'],6,1,"[(13107, 13112, 6)]"
68,packages/SystemUI/src/com/android/systemui/CornerHandleView.java,['float com.android.systemui.CornerHandleView.getOuterRadiusPx()'],2,1,"[(174, 175, 2)]"
69,services/core/java/com/android/server/audio/AudioDeviceBroker.java,[],2,1,"[(1033, 1034, 2)]"
70,services/core/java/com/android/server/am/ActivityManagerService.java,['int com.android.server.am.ActivityManagerService.LocalService.startActivityAsUserEmpty(Bundle)'],2,1,"[(18884, 18885, 2)]"
71,services/core/java/com/android/server/audio/BtHelper.java,['int com.android.server.audio.BtHelper.mapBluetoothCodecToAudioFormat(int)'],23,1,"[(1184, 1206, 23)]"
72,media/java/android/media/AudioSystem.java,['int android.media.AudioSystem.audioFormatToBluetoothSourceCodec(int)'],6,1,"[(219, 224, 6)]"
73,services/core/java/com/android/server/wm/ActivityStack.java,"['ActivityRecord com.android.server.wm.ActivityStack.topRunningActivity(IBinder,int)', 'ActivityRecord com.android.server.wm.ActivityStack.isInStackLocked(ActivityRecord)', 'ActivityRecord com.android.server.wm.ActivityStack.topRunningNonDelayedActivityLocked(ActivityRecord)', 'ActivityRecord com.android.server.wm.ActivityStack.topRunningActivity()', 'ActivityRecord com.android.server.wm.ActivityStack.topRunningActivity(boolean)', 'boolean com.android.server.wm.ActivityStack.isTopRunningNonDelayed(ActivityRecord,ActivityRecord)', 'ActivityRecord com.android.server.wm.ActivityStack.topRunningNonOverlayTaskActivity()', 'boolean com.android.server.wm.ActivityStack.isTopRunning(ActivityRecord,int,IBinder)']",67,2,"[(151, 153, 3), (932, 995, 64)]"
74,services/core/java/com/android/server/audio/AudioService.java,"['void com.android.server.audio.AudioService.setSpeakerphoneOn(boolean)', 'void com.android.server.audio.AudioService.setBluetoothScoOn(boolean)', 'void com.android.server.audio.AudioService.startBluetoothSco(IBinder,int)', 'void com.android.server.audio.AudioService.startBluetoothScoVirtualCall(IBinder)', 'void com.android.server.audio.AudioService.startBluetoothScoInt(IBinder,int,String)']",15,5,"[(3971, 3974, 4), (4009, 4011, 3), (4039, 4044, 6), (4056, 4056, 1), (4064, 4064, 1)]"
75,packages/SystemUI/src/com/android/systemui/qs/QSPanel.java,"['void com.android.systemui.qs.QSPanel.<init>(Context,AttributeSet,DumpManager,BroadcastDispatcher,QSLogger,NotificationMediaManager,Executor,DelayableExecutor,LocalBluetoothManager)']",3,1,"[(181, 183, 3)]"
76,services/core/java/com/android/server/am/ActiveServices.java,"['void com.android.server.am.ActiveServices.realStartServiceLocked(ServiceRecord,ProcessRecord,boolean)']",7,1,"[(3198, 3204, 7)]"
77,services/core/java/com/android/server/audio/AudioDeviceInventory.java,[],0,1,"[(0, 0, 0)]"
78,core/java/android/bluetooth/BluetoothAdapter.java,['int android.bluetooth.BluetoothAdapter.getState()'],2,1,"[(1021, 1022, 2)]"
79,services/core/java/com/android/server/wm/TaskDisplayArea.java,"['void com.android.server.wm.TaskDisplayArea.<init>(DisplayContent,WindowManagerService)']",8,1,"[(147, 154, 8)]"
80,services/core/java/com/android/server/BluetoothManagerService.java,"['void com.android.server.BluetoothManagerService.sendBluetoothServiceUpCallback()', 'void com.android.server.BluetoothManagerService.sendBluetoothServiceUpCallback()', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)']",33,4,"[(123, 125, 3), (1663, 1671, 9), (1674, 1676, 3), (2064, 2081, 18)]"
81,services/core/java/com/android/server/audio/AudioDeviceBroker.java,"['void com.android.server.audio.AudioDeviceBroker.setBluetoothScoOn(boolean,String)']",4,1,"[(350, 353, 4)]"
82,services/core/java/com/android/server/wm/ActivityStack.java,"['boolean com.android.server.wm.ActivityStack.resumeTopActivityInnerLocked(ActivityRecord,ActivityOptions)']",4,1,"[(2117, 2120, 4)]"
83,services/core/java/com/android/server/connectivity/NetworkAgentInfo.java,[],2,1,"[(19, 20, 2)]"
84,telephony/java/android/telephony/CellIdentityLte.java,[],1,1,"[(155, 155, 1)]"
85,services/core/java/com/android/server/audio/BtHelper.java,"['void com.android.server.audio.BtHelper.ScoClient.clearCount(boolean)', 'void com.android.server.audio.BtHelper.ScoClient.incCount(int)', 'void com.android.server.audio.BtHelper.ScoClient.decCount()', 'int com.android.server.audio.BtHelper.ScoClient.totalCount()', 'boolean com.android.server.audio.BtHelper.isTwsPlusSwitch(BluetoothDevice,String)']",88,3,"[(864, 939, 76), (955, 965, 11), (179, 179, 1)]"
86,telephony/java/android/telephony/CellIdentityWcdma.java,[],1,1,"[(125, 125, 1)]"
87,telephony/java/android/telephony/CellIdentityTdscdma.java,['void android.telephony.CellIdentityTdscdma.<init>(CellIdentityTdscdma)'],1,1,"[(131, 131, 1)]"
88,core/java/android/view/ViewRootImpl.java,[],1,1,"[(694, 694, 1)]"
89,packages/SettingsLib/src/com/android/settingslib/wifi/AccessPoint.java,"['boolean com.android.settingslib.wifi.AccessPoint.matches(WifiConfiguration)', 'int com.android.settingslib.wifi.AccessPoint.getPskType(ScanResult)', 'int com.android.settingslib.wifi.AccessPoint.getSecurity(ScanResult)', 'int com.android.settingslib.wifi.AccessPoint.getSecurity(ScanResult)']",25,5,"[(203, 206, 4), (750, 750, 1), (1820, 1820, 1), (1851, 1862, 12), (1870, 1876, 7)]"
90,core/java/android/bluetooth/BluetoothCodecConfig.java,['boolean android.bluetooth.BluetoothCodecConfig.sameCodecSpecificParameters(BluetoothCodecConfig)'],4,1,"[(553, 556, 4)]"
91,telephony/java/android/telephony/ServiceState.java,['String android.telephony.ServiceState.rilRadioTechnologyToString(int)'],1,1,"[(990, 990, 1)]"
92,telephony/java/android/telephony/CarrierConfigManager.java,[],18,2,"[(2847, 2860, 14), (3630, 3633, 4)]"
93,packages/SettingsLib/src/com/android/settingslib/wifi/WifiTracker.java,"['void com.android.settingslib.wifi.WifiTracker.updateAccessPoints(List<ScanResult>,List<WifiConfiguration>)']",7,1,"[(598, 604, 7)]"
94,services/core/java/com/android/server/wm/DisplayContent.java,"['boolean com.android.server.wm.DisplayContent.pauseBackStacks(boolean,ActivityRecord)', 'ActivityStack com.android.server.wm.DisplayContent.getFocusedStack()', 'ActivityRecord com.android.server.wm.DisplayContent.getResumedActivity()', 'ActivityStack com.android.server.wm.DisplayContent.getLastFocusedStack()', 'boolean com.android.server.wm.DisplayContent.allResumedActivitiesComplete()', 'void com.android.server.wm.DisplayContent.acquireAppLaunchPerfLock(ActivityRecord)', 'void com.android.server.wm.DisplayContent.acquireUxPerfLock(int,String)', 'void com.android.server.wm.DisplayContent.findTaskLocked(ActivityRecord,boolean,FindTaskResult)', 'ActivityStack com.android.server.wm.DisplayContent.getNextFocusableStack(ActivityStack,boolean)']",203,2,"[(89, 94, 6), (5976, 6172, 197)]"
95,services/core/java/com/android/server/BluetoothManagerService.java,"['int com.android.server.BluetoothManagerService.updateBleAppCount(IBinder,boolean,String)', 'void com.android.server.BluetoothManagerService.continueFromBleOnState()', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)']",61,6,"[(171, 171, 1), (883, 897, 15), (928, 941, 14), (0, 0, 0), (1888, 1901, 14), (1911, 1927, 17)]"
96,services/core/java/com/android/server/LocationManagerService.java,['void com.android.server.LocationManagerService.initializeProvidersLocked()'],23,2,"[(220, 224, 5), (580, 597, 18)]"
97,services/core/java/com/android/server/am/ProcessRecord.java,"['void com.android.server.am.ProcessRecord.appNotResponding(String,ApplicationInfo,String,WindowProcessController,boolean,String)']",2,1,"[(1634, 1635, 2)]"
98,core/java/android/app/ActivityManagerInternal.java,['int android.app.ActivityManagerInternal.startActivityAsUserEmpty(Bundle)'],2,1,"[(398, 399, 2)]"
99,packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java,['void com.android.systemui.statusbar.policy.WifiSignalController.notifyListeners(SignalCallback)'],3,1,"[(128, 130, 3)]"
100,services/core/java/com/android/server/location/GnssNetworkConnectivityHandler.java,[],1,2,"[(0, 0, 0), (194, 194, 1)]"
101,packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java,[],24,1,"[(998, 1021, 24)]"
102,core/java/android/bluetooth/BluetoothDevice.java,[],9,1,"[(280, 288, 9)]"
103,core/java/android/view/InputEventReceiver.java,[],20,1,"[(225, 244, 20)]"
104,packages/Tethering/common/TetheringLib/src/android/net/TetheringManager.java,[],12,1,"[(161, 172, 12)]"
105,packages/Tethering/src/com/android/server/connectivity/tethering/Tethering.java,[],2,1,"[(42, 43, 2)]"
106,packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java,[],8,2,"[(32, 36, 5), (94, 96, 3)]"
107,services/core/java/com/android/server/am/ProcessList.java,"['void com.android.server.am.ProcessList.LmkdKillListener.onLmkdKillOccurred(int,int)']",11,1,"[(516, 526, 11)]"
108,core/java/android/content/pm/ApplicationInfo.java,"['void android.content.pm.ApplicationInfo.setOverrideRes(int)', 'void android.content.pm.ApplicationInfo.setGwpAsanEnabled(Boolean)', 'int android.content.pm.ApplicationInfo.canOverrideRes()', 'Boolean android.content.pm.ApplicationInfo.isGwpAsanEnabled()']",5,2,"[(2211, 2212, 2), (2224, 2226, 3)]"
109,services/core/java/com/android/server/wm/ScreenRotationAnimation.java,[],1,1,"[(39, 39, 1)]"
110,core/java/android/os/Process.java,"['void android.os.Process.setCgroupProcsProcessGroup(int,int,int)']",22,1,"[(932, 953, 22)]"
111,packages/SettingsLib/src/com/android/settingslib/bluetooth/A2dpProfile.java,"['boolean com.android.settingslib.bluetooth.A2dpProfile.supportsHighQualityAudio(BluetoothDevice)', 'boolean com.android.settingslib.bluetooth.A2dpProfile.isHighQualityAudioEnabled(BluetoothDevice)', 'void com.android.settingslib.bluetooth.A2dpProfile.setHighQualityAudioEnabled(BluetoothDevice,boolean)', 'String com.android.settingslib.bluetooth.A2dpProfile.getHighQualityAudioOptionLabel(BluetoothDevice)']",23,4,"[(222, 227, 6), (236, 241, 6), (267, 275, 9), (291, 292, 2)]"
112,services/core/java/com/android/server/pm/PackageManagerService.java,"['int com.android.server.pm.PackageManagerService.InstallParams.sendPackageVerificationRequest(int,PackageInfoLite,PackageVerificationState)', 'int com.android.server.pm.PackageManagerService.InstallParams.sendPackageVerificationRequest(int,PackageInfoLite,PackageVerificationState)']",31,2,"[(14763, 14765, 3), (14831, 14858, 28)]"
113,core/java/android/bluetooth/BluetoothAdapter.java,['boolean android.bluetooth.BluetoothAdapter.factoryReset()'],5,1,"[(1238, 1242, 5)]"
114,core/java/android/view/InsetsController.java,[],0,1,"[(0, 0, 0)]"
115,services/core/java/com/android/server/BluetoothManagerService.java,"['void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)', 'boolean com.android.server.BluetoothManagerService.waitForMonitoredOnOff(boolean,boolean)', 'boolean com.android.server.BluetoothManagerService.waitForOnOff(boolean,boolean)', 'void com.android.server.BluetoothManagerService.BluetoothHandler.handleMessage(Message)']",101,9,"[(1833, 1833, 1), (1843, 1853, 11), (1866, 1885, 20), (2017, 2019, 3), (2057, 2058, 2), (1866, 1866, 1), (2205, 2205, 1), (2490, 2550, 61), (1853, 1853, 1)]"
116,core/java/android/view/InsetsSourceConsumer.java,"['void android.view.InsetsSourceConsumer.setControl(InsetsSourceControl,int[],int[])']",1,1,"[(120, 120, 1)]"
117,wifi/java/android/net/wifi/SoftApConfiguration.java,"['void android.net.wifi.SoftApConfiguration.<init>(String,MacAddress,String,boolean,int,int,int,int,boolean,int,boolean,List<MacAddress>,List<MacAddress>,String)']",3,1,"[(265, 267, 3)]"
118,core/java/android/view/InsetsSourceControl.java,['void android.view.InsetsSourceControl.release(InsetsController)'],3,1,"[(97, 99, 3)]"
119,services/core/java/com/android/server/ConnectivityService.java,['void com.android.server.ConnectivityService.InternalHandler.handleMessage(Message)'],9,1,"[(4190, 4198, 9)]"
120,core/java/android/content/pm/ApplicationInfo.java,"['void android.content.pm.ApplicationInfo.setOverrideRes(int)', 'int android.content.pm.ApplicationInfo.canOverrideRes()']",2,3,"[(0, 0, 0), (2190, 2190, 1), (2202, 2202, 1)]"
121,packages/SystemUI/src/com/android/systemui/keyguard/KeyguardViewMediator.java,"['void com.android.systemui.keyguard.KeyguardViewMediator.handleSetOccluded(boolean,boolean)']",2,1,"[(1292, 1293, 2)]"
122,services/core/java/com/android/server/am/ActivityManagerConstants.java,[],4,1,"[(30, 33, 4)]"
123,services/core/java/com/android/server/statusbar/StatusBarManagerService.java,[],2,1,"[(66, 67, 2)]"
124,services/core/java/com/android/server/Watchdog.java,['void com.android.server.Watchdog.run()'],9,2,"[(140, 144, 5), (592, 595, 4)]"
