,Merge,Conf_details,Conf_methods,Loc,Block,Loc_details
0,d045f50ed2f0e1f00aefc591f9f104f2bee3a546,services/core/java/com/android/server/wm/RootWindowContainer.java,"['boolean com.android.server.wm.RootWindowContainer.startActivityForAttachedApplicationIfNeeded(ActivityRecord,WindowProcessController,ActivityRecord)']",1,1,"[(1993, 1993, 1)]"
1,ce87f77e2ac9edfb8cce11ea072c53401f7018d8,services/core/java/com/android/server/pm/PackageInstallerService.java,['void com.android.server.pm.PackageInstallerService.reconcileStagesLocked(String)'],8,1,"[(298, 305, 8)]"
2,ce87f77e2ac9edfb8cce11ea072c53401f7018d8,core/java/android/app/admin/DevicePolicyManagerInternal.java,[],0,1,"[(0, 0, 0)]"
3,617f1aaaa25fabf89a392460136fbe1031d963cd,services/core/java/com/android/server/am/ActiveServices.java,"['int com.android.server.am.ActiveServices.bindServiceLocked(IApplicationThread,IBinder,Intent,String,IServiceConnection,int,String,String,int)']",1,1,"[(2163, 2163, 1)]"
4,617f1aaaa25fabf89a392460136fbe1031d963cd,services/core/java/com/android/server/notification/NotificationManagerService.java,[],3,2,"[(490, 490, 1), (556, 557, 2)]"
5,617f1aaaa25fabf89a392460136fbe1031d963cd,core/java/com/android/internal/util/ScreenshotHelper.java,[],1,1,"[(173, 173, 1)]"
6,617f1aaaa25fabf89a392460136fbe1031d963cd,services/core/java/com/android/server/pm/PackageManagerService.java,"['ResolveInfo com.android.server.pm.PackageManagerService.resolveIntentInternal(Intent,String,int,int,int,boolean,int)', 'ResolveInfo com.android.server.pm.PackageManagerService.findPreferredActivityNotLocked(Intent,String,int,List<ResolveInfo>,int,boolean,boolean,boolean,int)']",2,2,"[(6513, 6513, 1), (6909, 6909, 1)]"
7,617f1aaaa25fabf89a392460136fbe1031d963cd,packages/SystemUI/src/com/android/systemui/SlicePermissionActivity.java,['void com.android.systemui.SlicePermissionActivity.verifyCallingPkg()'],1,2,"[(0, 0, 0), (106, 106, 1)]"
8,617f1aaaa25fabf89a392460136fbe1031d963cd,services/core/java/com/android/server/storage/StorageUserConnection.java,"['void com.android.server.storage.StorageUserConnection.<init>(Context,int,StorageSessionController)', 'void com.android.server.storage.StorageUserConnection.close()', 'void com.android.server.storage.StorageUserConnection.AsyncStorageServiceCall.run(IExternalStorageService,RemoteCallback)', 'CompletableFuture<IExternalStorageService> com.android.server.storage.StorageUserConnection.ActiveConnection.connectIfNeeded()']",21,5,"[(75, 75, 1), (81, 82, 2), (188, 188, 1), (198, 201, 4), (381, 393, 13)]"
9,617f1aaaa25fabf89a392460136fbe1031d963cd,services/core/java/com/android/server/policy/PhoneWindowManager.java,[],4,1,"[(682, 685, 4)]"
10,617f1aaaa25fabf89a392460136fbe1031d963cd,services/core/java/com/android/server/pm/CrossProfileAppsServiceImpl.java,"['void com.android.server.pm.CrossProfileAppsServiceImpl.setInteractAcrossProfilesAppOpForProfileOrThrow(String,int,int,boolean)', 'void com.android.server.pm.CrossProfileAppsServiceImpl.maybeLogSetInteractAcrossProfilesAppOp(String,int,boolean,int)']",3,2,"[(493, 494, 2), (512, 512, 1)]"
11,617f1aaaa25fabf89a392460136fbe1031d963cd,packages/CompanionDeviceManager/src/com/android/companiondevicemanager/DeviceChooserActivity.java,[],2,1,"[(21, 22, 2)]"
12,617f1aaaa25fabf89a392460136fbe1031d963cd,services/core/java/com/android/server/biometrics/Utils.java,"['boolean com.android.server.biometrics.Utils.isKeyguard(Context,String)', 'boolean com.android.server.biometrics.Utils.isForeground(int,int)', 'boolean com.android.server.biometrics.Utils.containsFlag(int,int)', 'boolean com.android.server.biometrics.Utils.isUserEncryptedOrLockdown(LockPatternUtils,int)']",48,4,"[(20, 28, 9), (44, 46, 3), (278, 300, 23), (310, 322, 13)]"
13,74544b9e39b174025fcb91cc194ca920b12e8683,services/core/java/com/android/server/policy/PhoneWindowManager.java,[],3,1,"[(680, 682, 3)]"
14,0d56322831621c44d8d3f30d777f0893216ad09c,packages/SystemUI/src/com/android/systemui/doze/DozeSensors.java,[],1,1,"[(49, 49, 1)]"
15,0d56322831621c44d8d3f30d777f0893216ad09c,packages/SystemUI/src/com/android/systemui/statusbar/KeyguardIndicationController.java,['void com.android.systemui.statusbar.KeyguardIndicationController.updateIndication(boolean)'],21,1,"[(425, 445, 21)]"
16,0d56322831621c44d8d3f30d777f0893216ad09c,packages/SystemUI/src/com/android/systemui/BatteryMeterView.java,['void com.android.systemui.BatteryMeterView.updateShowPercent()'],11,2,"[(0, 0, 0), (412, 422, 11)]"
17,d274c33a679b96f638f6b6d14abb2472dd3fc2ac,packages/SystemUI/src/com/android/systemui/statusbar/phone/EdgeBackGestureHandler.java,['void com.android.systemui.statusbar.phone.EdgeBackGestureHandler.updateCurrentUserResources()'],2,1,"[(277, 278, 2)]"
18,d274c33a679b96f638f6b6d14abb2472dd3fc2ac,core/java/com/android/internal/app/ChooserActivity.java,['int com.android.internal.app.ChooserActivity.getMaxRankedTargets()'],1,1,"[(2828, 2828, 1)]"
19,d274c33a679b96f638f6b6d14abb2472dd3fc2ac,services/core/java/com/android/server/notification/NotificationManagerService.java,[],1,1,"[(482, 482, 1)]"
