,Merge,Conf_files,Conf_javas,Conf_details,Loc,Block,Loc_details
0,d55451f69f9b28590f6703550c548800748146b1,1,1,['packages/SystemUI/src/com/android/systemui/statusbar/phone/fragment/CollapsedStatusBarFragment.java'],5,1,[5]
