,Merge,Conf_files,Conf_javas,Conf_details,Loc,Loc_details
37,43ceded8caaffead0a2a1967f42a4ef4bb658ced,28,21,"['services/core/java/com/android/server/display/LocalDisplayAdapter.java', 'services/core/java/com/android/server/pm/PackageManagerService.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'services/core/java/com/android/server/wm/ActivityStackSupervisor.java', 'packages/Tethering/src/com/android/server/connectivity/tethering/UpstreamNetworkMonitor.java', 'services/core/java/com/android/server/audio/AudioDeviceInventory.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'core/java/android/content/Intent.java', 'wifi/java/android/net/wifi/ScanResult.java', 'wifi/java/android/net/wifi/SoftApConfiguration.java', 'core/java/android/widget/RemoteViews.java', 'wifi/java/android/net/wifi/WifiEnterpriseConfig.java', 'services/core/java/com/android/server/am/ProcessList.java', 'packages/SystemUI/src/com/android/keyguard/EmergencyButton.java', 'wifi/java/android/net/wifi/WifiManager.java', 'telephony/java/android/telephony/SmsManager.java', 'services/core/java/com/android/server/wm/ActivityTaskManagerService.java', 'core/java/android/content/ContentResolver.java', 'services/core/java/com/android/server/am/ProcessRecord.java']",186,"[1, 4, 33, 2, 4, 27, 2, 0, 1, 1, 10, 50, 6, 0, 9, 1, 17, 12, 2, 2, 2]"
38,ae1b3a8f3221dbe692fd90d414cfe5040538c264,16,13,"['services/core/java/com/android/server/wm/ActivityMetricsLogger.java', 'services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'services/core/java/com/android/server/pm/PackageManagerService.java', 'services/core/java/com/android/server/wm/ActivityStackSupervisor.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/AccessPoint.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/LocalBluetoothProfileManager.java', 'core/java/android/bluetooth/BluetoothCodecConfig.java', 'services/core/java/com/android/server/wm/ActivityDisplay.java', 'wifi/java/android/net/wifi/ScanResult.java']",81,"[14, 1, 11, 1, 13, 3, 1, 0, 24, 7, 4, 0, 2]"
39,6fc85c43e31aad55eecd51d3b0de34715ae03810,18,13,"['wifi/java/com/android/server/wifi/BaseWifiService.java', 'services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/audio/AudioService.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/WifiUtils.java', 'wifi/java/android/net/wifi/WifiInfo.java', 'packages/Tethering/src/com/android/server/connectivity/tethering/TetheringConfiguration.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'telephony/java/android/telephony/CellInfoNr.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java', 'telephony/java/android/telephony/DisconnectCause.java', 'telephony/java/android/telephony/CellIdentityNr.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java']",97,"[1, 43, 11, 6, 2, 8, 1, 0, 3, 8, 7, 2, 5]"
40,5358a994b854c7a6627858c48d6947e8acff6ea9,12,8,"['telephony/java/com/android/internal/telephony/ISmsImplBase.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'services/core/java/com/android/server/display/WifiDisplayController.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/AccessPoint.java', 'core/java/android/content/ContentResolver.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'wifi/java/android/net/wifi/p2p/WifiP2pWfdInfo.java', 'packages/SystemUI/src/com/android/systemui/qs/QSCarrierGroup.java']",68,"[2, 6, 2, 0, 18, 4, 34, 2]"
41,edb6252578f9b76151e5125a7fb1b16823a68418,32,17,"['services/core/java/com/android/server/wm/ActivityStackSupervisor.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'wifi/java/com/android/server/wifi/BaseWifiService.java', 'location/java/android/location/LocationManager.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'packages/SettingsProvider/src/com/android/providers/settings/DatabaseHelper.java', 'packages/SystemUI/src/com/android/systemui/keyguard/KeyguardViewMediator.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java', 'wifi/java/android/net/wifi/ScanResult.java', 'services/core/java/com/android/server/wm/DisplayRotation.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'services/core/java/com/android/server/wm/ActivityDisplay.java', 'services/core/java/com/android/server/wm/ActivityStarter.java', 'wifi/java/android/net/wifi/WifiManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java', 'wifi/java/android/net/wifi/WifiInfo.java']",78,"[0, 1, 5, 1, 2, 5, 1, 1, 7, 24, 4, 4, 0, 4, 15, 1, 3]"
42,240d78276b3206717587bea012131945c6f60179,7,6,"['packages/SystemUI/src/com/android/systemui/statusbar/policy/HotspotControllerImpl.java', 'telephony/java/android/telephony/data/ApnSetting.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'wifi/java/android/net/wifi/WifiManager.java']",10,"[2, 1, 6, 1]"
43,7c6cc72e18cc1df5205fd2bc47664e6cc2534ad2,33,27,"['telephony/java/com/android/internal/telephony/ISmsImplBase.java', 'services/core/java/com/android/server/audio/AudioService.java', 'core/java/com/android/internal/widget/LockPatternUtils.java', 'telephony/java/com/android/internal/telephony/uicc/IccUtils.java', 'services/core/java/com/android/server/audio/BtHelper.java', 'wifi/java/com/android/server/wifi/BaseWifiService.java', 'location/java/android/location/LocationManager.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'services/core/java/com/android/server/am/OomAdjuster.java', 'packages/SystemUI/src/com/android/systemui/util/sensors/AsyncSensorManager.java', 'services/core/java/com/android/server/locksettings/LockSettingsService.java', 'services/core/java/com/android/server/wm/DisplayPolicy.java', 'core/java/com/android/internal/os/ZygoteInit.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'core/java/android/hardware/camera2/CameraManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PanelView.java', 'telephony/java/android/telephony/ServiceState.java', 'telephony/java/android/telephony/SmsManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBar.java', 'packages/SystemUI/src/com/android/systemui/qs/QSPanel.java', 'services/core/java/com/android/server/connectivity/Tethering.java', 'services/core/java/com/android/server/connectivity/tethering/TetheringConfiguration.java', 'services/core/java/com/android/server/wm/ScreenRotationAnimation.java', 'core/java/android/net/ConnectivityManager.java', 'wifi/java/android/net/wifi/WifiInfo.java', 'services/net/java/android/net/ip/IpServer.java']",433,"[0, 0, 7, 23, 0, 11, 144, 1, 24, 5, 2, 1, 5, 100, 7, 1, 1, 0, 3, 0, 75, 2, 2, 5, 6, 3, 5]"
44,fa63f69f0fdfc50fe92caa22dbe1b4b120807ed2,24,20,"['services/core/java/com/android/server/audio/AudioService.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'packages/SystemUI/src/com/android/systemui/classifier/brightline/BrightLineFalsingManager.java', 'services/core/java/com/android/server/audio/BtHelper.java', 'packages/SystemUI/src/com/android/systemui/doze/DozeFactory.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'packages/SystemUI/src/com/android/systemui/doze/DozeSensors.java', 'telephony/java/com/android/internal/telephony/TelephonyProperties.java', 'packages/SystemUI/tests/src/com/android/systemui/classifier/FalsingManagerProxyTest.java', 'core/java/android/provider/Settings.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'services/core/java/com/android/server/am/ActiveServices.java', 'packages/SystemUI/src/com/android/systemui/classifier/FalsingManagerProxy.java', 'packages/SystemUI/src/com/android/systemui/statusbar/notification/collection/NotificationEntry.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'services/core/java/com/android/server/wm/WindowManagerService.java', 'services/core/java/com/android/server/wm/ActivityStarter.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java', 'wifi/java/android/net/wifi/WifiConfiguration.java']",86,"[21, 2, 0, 0, 2, 6, 7, 2, 6, 2, 0, 1, 1, 4, 6, 8, 1, 14, 1, 2]"
45,18970c4d9d55a44040fe6fb762dac93a077c64b5,136,48,"['services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/audio/AudioDeviceInventory.java', 'packages/SystemUI/src/com/android/systemui/classifier/brightline/BrightLineFalsingManager.java', 'packages/SystemUI/src/com/android/systemui/keyguard/KeyguardSliceProvider.java', 'telephony/java/com/android/internal/telephony/cdma/SmsMessage.java', 'location/java/android/location/LocationManager.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'packages/SystemUI/src/com/android/systemui/statusbar/notification/collection/NotificationEntry.java', 'services/core/java/com/android/server/locksettings/PasswordSlotManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/notification/stack/NotificationStackScrollLayout.java', 'services/core/java/com/android/server/wm/ScreenRotationAnimation.java', 'services/tests/mockingservicestests/src/com/android/server/appop/AppOpsServiceTest.java', 'core/java/com/android/internal/policy/DecorView.java', 'core/java/android/view/ViewRootImpl.java', 'services/core/java/com/android/server/pm/PackageManagerService.java', 'core/java/com/android/internal/widget/LockPatternUtils.java', 'services/core/java/com/android/server/display/WifiDisplayController.java', 'packages/SystemUI/src/com/android/systemui/statusbar/notification/row/wrapper/NotificationMediaTemplateViewWrapper.java', 'packages/SystemUI/tests/src/com/android/systemui/keyguard/KeyguardSliceProviderTest.java', 'core/java/com/android/internal/os/Zygote.java', 'services/core/java/com/android/server/WiredAccessoryManager.java', 'packages/SystemUI/src/com/android/systemui/doze/DozeSensors.java', 'packages/SystemUI/src/com/android/keyguard/CarrierTextController.java', 'services/core/java/com/android/server/am/OomAdjuster.java', 'telephony/java/android/telephony/DisconnectCause.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java', 'packages/SystemUI/src/com/android/systemui/classifier/FalsingManagerProxy.java', 'services/core/java/com/android/server/locksettings/SyntheticPasswordManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PanelView.java', 'services/core/java/com/android/server/connectivity/NetworkAgentInfo.java', 'packages/SystemUI/src/com/android/keyguard/KeyguardUpdateMonitor.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'services/core/java/com/android/server/appop/HistoricalRegistry.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/LockIcon.java', 'services/core/java/com/android/server/wm/ActivityDisplay.java', 'services/core/java/com/android/server/wm/WindowManagerService.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBar.java', 'services/core/java/com/android/server/wm/TaskChangeNotificationController.java', 'services/java/com/android/server/SystemServer.java', 'packages/SystemUI/src/com/android/systemui/doze/DozeFactory.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'core/java/android/app/TaskStackListener.java', 'services/core/java/com/android/server/locksettings/LockSettingsService.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/BiometricUnlockController.java', 'core/java/android/view/SurfaceControl.java', 'packages/SystemUI/shared/src/com/android/systemui/shared/system/TaskStackChangeListeners.java']",333,"[0, 1, 5, 9, 4, 3, 6, 5, 1, 3, 21, 23, 1, 0, 5, 0, 11, 9, 2, 7, 1, 2, 0, 0, 16, 2, 1, 12, 5, 0, 1, 1, 5, 48, 2, 1, 7, 1, 17, 2, 4, 3, 4, 68, 1, 0, 1, 12]"
46,7fe8671fd7b5388dd9be6295dbea6d31209468f9,93,11,"['packages/SystemUI/shared/src/com/android/systemui/shared/system/TaskStackChangeListeners.java', 'core/java/com/android/internal/os/Zygote.java', 'core/java/android/net/NetworkUtils.java', 'telephony/java/android/telephony/DisconnectCause.java', 'core/java/android/net/DnsResolver.java', 'services/core/java/com/android/server/appop/HistoricalRegistry.java', 'services/core/java/com/android/server/wm/TaskChangeNotificationController.java', 'services/autofill/java/com/android/server/autofill/RemoteFillService.java', 'core/java/android/app/TaskStackListener.java', 'core/java/android/permission/PermissionControllerManager.java']",95,"[7, 29, 4, 8, 3, 2, 11, 18, 1, 12]"
