,Merge,Conf_files,Conf_javas,Conf_details,Loc,Block,Loc_details
26,df73284a33506ba26aadbd20a1dbd01353820200,9,6,"['core/java/android/app/ActivityManagerInternal.java', 'services/core/java/com/android/server/BluetoothManagerService.java', 'services/core/java/com/android/server/wm/DisplayContent.java', 'services/core/java/com/android/server/am/ProcessRecord.java', 'services/core/java/com/android/server/LocationManagerService.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java']",294,13,"[2, 61, 203, 2, 23, 3]"
27,c77ad764fad2451538f140b31601e7b8c6c59fa2,8,4,"['packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'core/java/android/bluetooth/BluetoothDevice.java', 'core/java/android/view/InputEventReceiver.java', 'services/core/java/com/android/server/location/GnssNetworkConnectivityHandler.java']",54,5,"[24, 9, 20, 1]"
28,6f47ceafbe6febe54aa5c376baed3415cdf848ad,6,6,"['packages/Tethering/common/TetheringLib/src/android/net/TetheringManager.java', 'core/java/android/content/pm/ApplicationInfo.java', 'services/core/java/com/android/server/am/ProcessList.java', 'services/core/java/com/android/server/wm/ScreenRotationAnimation.java', 'packages/Tethering/src/com/android/server/connectivity/tethering/Tethering.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java']",39,8,"[12, 5, 11, 1, 2, 8]"
29,6aa497092f6337fbafb5b9858a3ec8f28c9d3caf,5,3,"['services/core/java/com/android/server/pm/PackageManagerService.java', 'core/java/android/os/Process.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/A2dpProfile.java']",76,7,"[31, 22, 23]"
30,a33382db0bb0bc29bab84f1e5ee36d682bea593e,11,8,"['core/java/android/bluetooth/BluetoothAdapter.java', 'services/core/java/com/android/server/ConnectivityService.java', 'core/java/android/view/InsetsController.java', 'core/java/android/content/pm/ApplicationInfo.java', 'core/java/android/view/InsetsSourceConsumer.java', 'services/core/java/com/android/server/BluetoothManagerService.java', 'wifi/java/android/net/wifi/SoftApConfiguration.java', 'core/java/android/view/InsetsSourceControl.java']",124,18,"[5, 9, 0, 2, 1, 101, 3, 3]"
31,b6292e3e1ba3616eac1032737a91925391d94b92,7,5,"['services/core/java/com/android/server/Watchdog.java', 'packages/SystemUI/src/com/android/systemui/keyguard/KeyguardViewMediator.java', 'services/core/java/com/android/server/statusbar/StatusBarManagerService.java', 'services/core/java/com/android/server/am/ActivityManagerConstants.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/A2dpProfile.java']",40,9,"[9, 2, 2, 4, 23]"
32,8faa0d981413f18b2468dde1b1fe71e248df0df1,20,15,"['wifi/java/android/net/wifi/WifiEnterpriseConfig.java', 'services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/Watchdog.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'services/core/java/com/android/server/am/ProcessRecord.java', 'packages/SystemUI/src/com/android/systemui/qs/QSPanel.java', 'packages/SystemUI/src/com/android/systemui/keyguard/KeyguardViewMediator.java', 'core/java/android/view/SurfaceControl.java', 'services/core/java/com/android/server/connectivity/NetworkAgentInfo.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'wifi/java/android/net/wifi/ScanResult.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java']",82,24,"[2, 12, 6, 1, 14, 1, 3, 2, 2, 4, 2, 12, 9, 10, 2]"
33,3d2fc559e13b7293212955f1858d443f4fe8234e,17,14,"['services/core/java/com/android/server/display/LocalDisplayAdapter.java', 'services/core/java/com/android/server/ConnectivityService.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java', 'telecomm/java/android/telecom/Connection.java', 'packages/SystemUI/src/com/android/systemui/qs/tiles/HotspotTile.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PanelViewController.java', 'services/core/java/com/android/server/connectivity/NetworkAgentInfo.java', 'telecomm/java/android/telecom/ConnectionService.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'telecomm/java/android/telecom/Call.java', 'wifi/java/android/net/wifi/SoftApConfiguration.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'services/core/java/com/android/server/am/ActivityManagerConstants.java']",580,24,"[29, 14, 20, 9, 2, 2, 2, 2, 27, 79, 9, 7, 376, 2]"
34,af02bd5317cc0cced0a7646d5bbf407a181dda9c,33,26,"['services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/audio/AudioService.java', 'services/core/java/com/android/server/display/WifiDisplayController.java', 'packages/SystemUI/src/com/android/systemui/qs/QSCarrierGroupController.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBarSignalPolicy.java', 'packages/SystemUI/tests/src/com/android/systemui/qs/QSCarrierGroupControllerTest.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/policy/CallbackHandlerTest.java', 'telecomm/java/android/telecom/Call.java', 'location/java/android/location/LocationManager.java', 'core/java/com/android/ims/internal/uce/common/CapInfo.java', 'packages/SystemUI/src/com/android/systemui/qs/tiles/CellularTile.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/CallbackHandler.java', 'telecomm/java/android/telecom/Connection.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'services/core/java/com/android/server/wm/WindowManagerService.java', 'packages/SystemUI/src/com/android/systemui/qs/QSPanel.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/policy/NetworkControllerBaseTest.java', 'core/java/android/bluetooth/BluetoothAdapter.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkController.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/LocalBluetoothProfileManager.java', 'services/core/java/com/android/server/connectivity/NetworkAgentInfo.java', 'telecomm/java/android/telecom/ConnectionService.java', 'wifi/java/android/net/wifi/WifiInfo.java', 'services/core/java/com/android/server/am/ActivityManagerConstants.java']",200,39,"[69, 3, 2, 2, 5, 1, 6, 10, 9, 7, 3, 12, 10, 3, 3, 1, 4, 5, 13, 3, 1, 3, 2, 10, 13]"
35,d28a4f6b38dbab44128b4319f665dd65c3e4ec2c,26,17,"['services/core/java/com/android/server/ConnectivityService.java', 'core/java/android/app/ActivityManagerInternal.java', 'core/java/android/os/Process.java', 'packages/Tethering/src/android/net/ip/IpServer.java', 'wifi/java/com/android/server/wifi/BaseWifiService.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'services/core/java/com/android/server/am/CachedAppOptimizer.java', 'services/core/java/com/android/server/am/ProcessList.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'telephony/java/com/android/internal/telephony/TelephonyIntents.java', 'telecomm/java/android/telecom/Conference.java', 'packages/Tethering/common/TetheringLib/src/android/net/TetheringManager.java', 'core/java/android/bluetooth/BluetoothAdapter.java', 'telecomm/java/android/telecom/ConnectionService.java', 'services/core/java/com/android/server/am/ProcessRecord.java']",364,23,"[114, 2, 22, 5, 66, 3, 1, 2, 21, 60, 7, 37, 6, 15, 0, 2, 1]"
36,71998c3d8b36220df1be12fe6e1ba7eda81cde41,45,37,"['packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'packages/Tethering/src/android/net/ip/IpServer.java', 'services/core/java/com/android/server/location/GnssLocationProvider.java', 'core/java/android/hardware/camera2/CameraDevice.java', 'core/java/android/accounts/AccountManager.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'wifi/java/com/android/server/wifi/BaseWifiService.java', 'core/java/com/android/ims/internal/uce/common/CapInfo.java', 'wifi/java/android/net/wifi/wificond/WifiCondManager.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'packages/SettingsProvider/src/com/android/providers/settings/DatabaseHelper.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java', 'services/core/java/com/android/server/accounts/AccountManagerService.java', 'services/core/java/com/android/server/locksettings/LockSettingsService.java', 'packages/Tethering/src/com/android/server/connectivity/tethering/TetheringConfiguration.java', 'telephony/java/android/telephony/DisconnectCause.java', 'wifi/java/android/net/wifi/SoftApConfiguration.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java', 'services/core/java/com/android/server/Watchdog.java', 'telephony/java/android/telephony/PhoneNumberUtils.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'services/core/java/com/android/server/BluetoothManagerService.java', 'core/java/android/provider/Settings.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PanelView.java', 'wifi/java/android/net/wifi/WifiManager.java', 'telephony/java/android/telephony/SmsManager.java', 'core/java/android/bluetooth/BluetoothAdapter.java', 'core/java/android/util/TrustedTime.java', 'core/java/android/util/NtpTrustedTime.java', 'packages/Tethering/src/com/android/server/connectivity/tethering/Tethering.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/AccessPoint.java', 'services/core/java/com/android/server/am/ProcessRecord.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java', 'core/java/android/view/InputEventReceiver.java', 'services/core/java/com/android/server/am/ActivityManagerConstants.java']",1788,96,"[14, 35, 0, 40, 39, 8, 58, 54, 64, 66, 1, 2, 11, 1, 11, 158, 48, 1, 51, 11, 7, 23, 3, 4, 11, 893, 28, 3, 5, 6, 67, 12, 18, 3, 2, 16, 14]"
37,43ceded8caaffead0a2a1967f42a4ef4bb658ced,28,21,"['services/core/java/com/android/server/display/LocalDisplayAdapter.java', 'services/core/java/com/android/server/pm/PackageManagerService.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'services/core/java/com/android/server/wm/ActivityStackSupervisor.java', 'packages/Tethering/src/com/android/server/connectivity/tethering/UpstreamNetworkMonitor.java', 'services/core/java/com/android/server/audio/AudioDeviceInventory.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'core/java/android/content/Intent.java', 'wifi/java/android/net/wifi/ScanResult.java', 'wifi/java/android/net/wifi/SoftApConfiguration.java', 'core/java/android/widget/RemoteViews.java', 'wifi/java/android/net/wifi/WifiEnterpriseConfig.java', 'services/core/java/com/android/server/am/ProcessList.java', 'packages/SystemUI/src/com/android/keyguard/EmergencyButton.java', 'wifi/java/android/net/wifi/WifiManager.java', 'telephony/java/android/telephony/SmsManager.java', 'services/core/java/com/android/server/wm/ActivityTaskManagerService.java', 'core/java/android/content/ContentResolver.java', 'services/core/java/com/android/server/am/ProcessRecord.java']",350,44,"[21, 143, 28, 2, 17, 12, 16, 1, 10, 1, 13, 31, 0, 4, 4, 1, 28, 11, 2, 4, 1]"
38,ae1b3a8f3221dbe692fd90d414cfe5040538c264,16,13,"['services/core/java/com/android/server/wm/ActivityMetricsLogger.java', 'services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'services/core/java/com/android/server/pm/PackageManagerService.java', 'services/core/java/com/android/server/wm/ActivityStackSupervisor.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/AccessPoint.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/LocalBluetoothProfileManager.java', 'core/java/android/bluetooth/BluetoothCodecConfig.java', 'services/core/java/com/android/server/wm/ActivityDisplay.java', 'wifi/java/android/net/wifi/ScanResult.java']",176,21,"[37, 22, 16, 3, 20, 4, 6, 11, 15, 13, 13, 6, 10]"
39,6fc85c43e31aad55eecd51d3b0de34715ae03810,18,13,"['wifi/java/com/android/server/wifi/BaseWifiService.java', 'services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/audio/AudioService.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/WifiUtils.java', 'wifi/java/android/net/wifi/WifiInfo.java', 'packages/Tethering/src/com/android/server/connectivity/tethering/TetheringConfiguration.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'telephony/java/android/telephony/CellInfoNr.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java', 'telephony/java/android/telephony/DisconnectCause.java', 'telephony/java/android/telephony/CellIdentityNr.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java']",400,21,"[66, 77, 28, 13, 3, 33, 1, 12, 3, 2, 158, 2, 2]"
40,5358a994b854c7a6627858c48d6947e8acff6ea9,12,8,"['telephony/java/com/android/internal/telephony/ISmsImplBase.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'services/core/java/com/android/server/display/WifiDisplayController.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/AccessPoint.java', 'core/java/android/content/ContentResolver.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'wifi/java/android/net/wifi/p2p/WifiP2pWfdInfo.java', 'packages/SystemUI/src/com/android/systemui/qs/QSCarrierGroup.java']",70,16,"[7, 3, 2, 3, 1, 8, 24, 22]"
41,edb6252578f9b76151e5125a7fb1b16823a68418,32,17,"['services/core/java/com/android/server/wm/ActivityStackSupervisor.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'wifi/java/com/android/server/wifi/BaseWifiService.java', 'location/java/android/location/LocationManager.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'packages/SettingsProvider/src/com/android/providers/settings/DatabaseHelper.java', 'packages/SystemUI/src/com/android/systemui/keyguard/KeyguardViewMediator.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java', 'wifi/java/android/net/wifi/ScanResult.java', 'services/core/java/com/android/server/wm/DisplayRotation.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'services/core/java/com/android/server/wm/ActivityDisplay.java', 'services/core/java/com/android/server/wm/ActivityStarter.java', 'wifi/java/android/net/wifi/WifiManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java', 'wifi/java/android/net/wifi/WifiInfo.java']",194,26,"[2, 1, 62, 2, 7, 8, 2, 2, 2, 17, 22, 8, 3, 16, 26, 2, 12]"
42,240d78276b3206717587bea012131945c6f60179,7,6,"['packages/SystemUI/src/com/android/systemui/statusbar/policy/HotspotControllerImpl.java', 'telephony/java/android/telephony/data/ApnSetting.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'wifi/java/android/net/wifi/WifiManager.java']",37,7,"[13, 1, 6, 17]"
43,7c6cc72e18cc1df5205fd2bc47664e6cc2534ad2,33,27,"['telephony/java/com/android/internal/telephony/ISmsImplBase.java', 'services/core/java/com/android/server/audio/AudioService.java', 'core/java/com/android/internal/widget/LockPatternUtils.java', 'telephony/java/com/android/internal/telephony/uicc/IccUtils.java', 'services/core/java/com/android/server/audio/BtHelper.java', 'wifi/java/com/android/server/wifi/BaseWifiService.java', 'location/java/android/location/LocationManager.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'services/core/java/com/android/server/am/OomAdjuster.java', 'packages/SystemUI/src/com/android/systemui/util/sensors/AsyncSensorManager.java', 'services/core/java/com/android/server/locksettings/LockSettingsService.java', 'services/core/java/com/android/server/wm/DisplayPolicy.java', 'core/java/com/android/internal/os/ZygoteInit.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'core/java/android/hardware/camera2/CameraManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PanelView.java', 'telephony/java/android/telephony/ServiceState.java', 'telephony/java/android/telephony/SmsManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBar.java', 'packages/SystemUI/src/com/android/systemui/qs/QSPanel.java', 'services/core/java/com/android/server/connectivity/Tethering.java', 'services/core/java/com/android/server/connectivity/tethering/TetheringConfiguration.java', 'services/core/java/com/android/server/wm/ScreenRotationAnimation.java', 'core/java/android/net/ConnectivityManager.java', 'wifi/java/android/net/wifi/WifiInfo.java', 'services/net/java/android/net/ip/IpServer.java']",1201,73,"[11, 4, 9, 26, 69, 46, 287, 39, 108, 3, 24, 1, 4, 75, 36, 3, 1, 144, 2, 255, 2, 8, 5, 20, 5, 9, 5]"
44,fa63f69f0fdfc50fe92caa22dbe1b4b120807ed2,24,20,"['services/core/java/com/android/server/audio/AudioService.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'packages/SystemUI/src/com/android/systemui/classifier/brightline/BrightLineFalsingManager.java', 'services/core/java/com/android/server/audio/BtHelper.java', 'packages/SystemUI/src/com/android/systemui/doze/DozeFactory.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'services/core/java/com/android/server/wm/ActivityStack.java', 'packages/SystemUI/src/com/android/systemui/doze/DozeSensors.java', 'telephony/java/com/android/internal/telephony/TelephonyProperties.java', 'packages/SystemUI/tests/src/com/android/systemui/classifier/FalsingManagerProxyTest.java', 'core/java/android/provider/Settings.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'services/core/java/com/android/server/am/ActiveServices.java', 'packages/SystemUI/src/com/android/systemui/classifier/FalsingManagerProxy.java', 'packages/SystemUI/src/com/android/systemui/statusbar/notification/collection/NotificationEntry.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'services/core/java/com/android/server/wm/WindowManagerService.java', 'services/core/java/com/android/server/wm/ActivityStarter.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java', 'wifi/java/android/net/wifi/WifiConfiguration.java']",895,34,"[15, 4, 2, 71, 2, 22, 70, 101, 29, 4, 345, 6, 10, 0, 4, 14, 3, 190, 1, 2]"
